Date,Open,High,Low,Close
09/30/2019,"2,967.07","2,983.85","2,967.07","2,976.74"
09/27/2019,"2,985.47","2,987.31","2,945.53","2,961.79"
09/26/2019,"2,985.73","2,987.28","2,963.71","2,977.62"
09/25/2019,"2,968.35","2,989.82","2,952.86","2,984.87"
09/24/2019,"3,002.43","3,007.98","2,957.73","2,966.60"
09/23/2019,"2,983.50","2,999.15","2,982.23","2,991.78"
09/20/2019,"3,008.42","3,016.37","2,984.68","2,992.07"
09/19/2019,"3,010.36","3,021.99","3,003.16","3,006.79"
09/18/2019,"3,001.50","3,007.83","2,978.57","3,006.73"
09/17/2019,"2,995.67","3,006.21","2,993.73","3,005.70"
09/16/2019,"2,996.41","3,002.19","2,990.67","2,997.96"
09/13/2019,"3,012.21","3,017.33","3,002.90","3,007.39"
09-12-2019,"3,009.08","3,020.74","3,000.92","3,009.57"
09-11-2019,"2,981.41","3,000.93","2,975.31","3,000.93"
09-10-2019,"2,971.01","2,979.39","2,957.01","2,979.39"
09-09-2019,"2,988.43","2,989.43","2,969.39","2,978.43"
09-06-2019,"2,980.33","2,985.03","2,972.51","2,978.71"
09-05-2019,"2,960.60","2,985.86","2,960.60","2,976.00"
09-04-2019,"2,924.67","2,938.84","2,921.86","2,937.78"
09-03-2019,"2,909.01","2,914.39","2,891.85","2,906.27"
08/30/2019,"2,937.09","2,940.43","2,913.32","2,926.46"
08/29/2019,"2,910.37","2,930.50","2,905.67","2,924.58"
08/28/2019,"2,861.28","2,890.03","2,853.05","2,887.94"
08/27/2019,"2,893.14","2,898.79","2,860.59","2,869.16"
08/26/2019,"2,866.70","2,879.27","2,856.00","2,878.38"
08/23/2019,"2,911.07","2,927.01","2,834.97","2,847.11"
08/22/2019,"2,930.94","2,939.08","2,904.51","2,922.95"
08/21/2019,"2,922.04","2,928.73","2,917.91","2,924.43"
08/20/2019,"2,919.01","2,923.63","2,899.60","2,900.51"
08/19/2019,"2,913.48","2,931.00","2,913.48","2,923.65"
08/16/2019,"2,864.74","2,893.63","2,864.74","2,888.68"
08/15/2019,"2,846.20","2,856.67","2,825.51","2,847.60"
08/14/2019,"2,894.15","2,894.15","2,839.64","2,840.60"
08/13/2019,"2,880.72","2,943.31","2,877.05","2,926.32"
08-12-2019,"2,907.07","2,907.58","2,873.14","2,883.75"
08-09-2019,"2,930.51","2,935.75","2,900.15","2,918.65"
08-08-2019,"2,896.21","2,938.72","2,894.47","2,938.09"
08-07-2019,"2,858.65","2,892.17","2,825.71","2,883.98"
08-06-2019,"2,861.18","2,884.40","2,847.42","2,881.77"
08-05-2019,"2,898.07","2,898.07","2,822.12","2,844.74"
08-02-2019,"2,943.90","2,945.50","2,914.11","2,932.05"
08-01-2019,"2,980.32","3,013.59","2,945.23","2,953.56"
07/31/2019,"3,016.22","3,017.40","2,958.08","2,980.38"
07/30/2019,"3,007.66","3,017.19","3,000.94","3,013.18"
07/29/2019,"3,024.47","3,025.61","3,014.30","3,020.97"
07/26/2019,"3,013.25","3,027.98","3,012.59","3,025.86"
07/25/2019,"3,016.26","3,016.31","2,997.24","3,003.67"
07/24/2019,"2,998.77","3,019.59","2,996.82","3,019.56"
07/23/2019,"2,994.74","3,005.90","2,988.56","3,005.47"
07/22/2019,"2,981.93","2,990.71","2,976.65","2,985.03"
07/19/2019,"3,004.26","3,006.02","2,975.86","2,976.61"
07/18/2019,"2,978.87","2,998.28","2,973.09","2,995.11"
07/17/2019,"3,005.10","3,005.26","2,984.25","2,984.42"
07/16/2019,"3,012.13","3,015.02","3,001.15","3,004.04"
07/15/2019,"3,017.80","3,017.80","3,008.77","3,014.30"
07-12-2019,"3,003.36","3,013.92","3,001.87","3,013.77"
07-11-2019,"2,999.62","3,002.33","2,988.80","2,999.91"
07-10-2019,"2,989.30","3,002.98","2,984.62","2,993.07"
07-09-2019,"2,965.52","2,981.90","2,963.44","2,979.63"
07-08-2019,"2,979.77","2,980.76","2,970.09","2,975.95"
07-05-2019,"2,984.25","2,994.03","2,967.97","2,990.41"
07-03-2019,"2,978.08","2,995.84","2,977.96","2,995.82"
07-02-2019,"2,964.66","2,973.21","2,955.92","2,973.01"
07-01-2019,"2,971.41","2,977.93","2,952.22","2,964.33"
06/28/2019,"2,932.94","2,943.98","2,929.05","2,941.76"
06/27/2019,"2,919.66","2,929.30","2,918.57","2,924.92"
06/26/2019,"2,926.07","2,932.59","2,912.99","2,913.78"
06/25/2019,"2,945.78","2,946.52","2,916.01","2,917.38"
06/24/2019,"2,951.42","2,954.92","2,944.05","2,945.35"
06/21/2019,"2,952.71","2,964.15","2,946.87","2,950.46"
06/20/2019,"2,949.60","2,958.06","2,931.50","2,954.18"
06/19/2019,"2,920.55","2,931.74","2,911.43","2,926.46"
06/18/2019,"2,906.71","2,930.79","2,905.44","2,917.75"
06/17/2019,"2,889.75","2,897.27","2,887.30","2,889.67"
06/14/2019,"2,886.82","2,894.45","2,879.62","2,886.98"
06/13/2019,"2,886.24","2,895.24","2,881.99","2,891.64"
06-12-2019,"2,882.73","2,888.57","2,874.68","2,879.84"
06-11-2019,"2,903.27","2,910.61","2,878.53","2,885.72"
06-10-2019,"2,885.83","2,904.77","2,885.51","2,886.73"
06-07-2019,"2,852.87","2,884.97","2,852.87","2,873.34"
06-06-2019,"2,828.51","2,852.10","2,822.45","2,843.49"
06-05-2019,"2,818.09","2,827.28","2,800.92","2,826.15"
06-04-2019,"2,762.64","2,804.49","2,762.64","2,803.27"
06-03-2019,"2,751.53","2,763.07","2,728.81","2,744.45"
